T8C05|What is a grid locator?|B|||A letter-number designator assigned to an azimuth and elevation|A letter-number designator assigned to a geographic location|An instrument for neutralizing a final amplifier|An instrument for radio direction finding
T8C06|How is access to some IRLP nodes accomplished?|B|||By entering the proper internet password|By using DTMF signals|By using CTCSS tone codes|By obtaining a password that is sent via voice to the node
T8C07|What is meant by Voice Over Internet Protocol (VoIP) as used in amateur radio?|B|||A technique for measuring the modulation quality of a transmitter using remote sites monitored via the internet|A method of delivering voice communications over the internet using digital techniques|A set of rules specifying how to identify your station when linked over the internet to another station|A set of guidelines for contacting DX stations during contests using internet access
T8C08|What is the Internet Radio Linking Project (IRLP)?|A|||A technique to connect amateur radio systems, such as repeaters, via the internet using Voice Over Internet Protocol (VoIP)|A system for providing access to websites via amateur radio|A technique for measuring signal strength of an amateur transmitter via the internet|A system for informing amateurs in real time of the frequency of active DX stations
T8C09|How might you obtain a list of active nodes that use VoIP?|D|||From a repeater directory|From on line repeater lists maintained by the local repeater frequency coordinator|By subscribing to an on line service|All of these choices are correct
T8C10|What must be done before you may use the EchoLink system to communicate using a repeater?|A|||You must register your call sign and provide proof of license|You must complete the required EchoLink training|You must have purchased a license to use the EchoLink software|You must be sponsored by a current EchoLink user
T8C11|What name is given to an amateur radio station that is used to connect other amateur stations to the internet?|D|||A digipeater|A repeater|A beacon|A gateway
T8D01|Which of the following is a digital communications mode?|D|||IEEE 802.11|JT65|Packet radio|All of these choices are correct
T8D02|What does the term “APRS” mean?|B|||Auto Planning Radio Set-up|Automatic Packet Reporting System|Advanced Polar Radio System|Associated Public Radio Station
T8D03|Which of the following devices is used to provide data to the transmitter when sending automatic position reports from a mobile amateur radio station?|B|||A WWV receiver|A Global Positioning System receiver|The vehicle speedometer|A connection to a broadcast FM sub-carrier receiver
T8D04|What type of transmission is indicated by the term "NTSC?"|D|||A Normal Transmission mode in Static Circuit|A special mode for earth satellite uplink|A frame compression scheme for TV signals|An analog fast scan color TV signal
T8D05|Which of the following is an application of APRS (Automatic Packet Reporting System)?|B|||Providing voice over internet connection between repeaters|Providing real-time tactical digital communications in conjunction with a map showing the locations of stations|Providing information on the number of stations signed into a repeater|Showing automatically the number of packets transmitted via PACTOR during a specific time interval
T8D06|What does the abbreviation "PSK" mean?|A|||Phase Shift Keying|Phased Slide Keying|Packet Short Keying|Pulse Shift Keying
T8D07|Which of the following best describes DMR (Digital Mobile Radio)?|B|||A digital technique for transmitting on two repeater inputs simultaneously for automatic error correction|A technique for time-multiplexing two digital voice signals on a single 12.5 kHz repeater channel|An automatic position tracking mode for FM mobiles communicating through repeaters|An automatic computer logging technique for hands-off logging when communicating while operating a vehicle
T8D08|Which of the following may be included in packet transmissions?|D|||A header that contains the call sign of the station to which the information is being sent|Automatic repeat request in case of error|A check sum that permits error detection|All of these choices are correct
T8D09|What code is used when sending CW in the amateur bands?|B|||Baudot|International Morse|Hamming|All of these choices are correct
T8D10|Which of the following operating activities is supported by digital mode software in the WSJT suite?|D|||Weak-signal propagation beacons|Meteor scatter|Moonbounce or Earth-Moon-Earth|All of these choices are correct
T8D11|What is an ARQ transmission system?|D|||A system used to encrypt command signals to an amateur radio satellite|A special transmission format limited to video signals|A method of compressing the data in a message so more information can be sent in a shorter time|A digital scheme whereby the receiving station detects errors and sends a request to the sending station to retransmit the information
T8D12|Which of the following best describes Broadband-Hamnet(TM), also referred to as a high-speed multi-media network?|B|||A wide-bandwidth digital voice mode employing DRM protocols|An amateur-radio-based data network using commercial Wi-Fi gear with modified firmware|An internet linking protocol used to network repeaters|A satellite communications network using modified commercial satellite TV hardware
T8D13|What is FT8?|D|||A wideband FM voice mode|A digital slow scan TV mode with forward error correction and automatic color compensation|An eight channel multiplex mode for FM repeaters|A digital mode capable of operating in low signal-to-noise conditions that transmits on 15-second intervals
T8D14|What is an electronic keyer?|D|||A device for switching antennas from transmit to receive|An interlock to prevent unauthorized use of a radio|A device for voice activated switching from receive to transmit|A device that assists in manual sending of Morse code
T9A01|What is a beam antenna?|C|||An antenna built from aluminum I-beams|An antenna that reverses the phase of received signals|An antenna that concentrates signals in one direction|An omnidirectional antenna invented by Clarence Beam
T9A02|Which of the following describes a type of antenna loading?|B|||Strengthening the radiating elements of a beam antenna to better resist wind damage|Inserting an inductor in the radiating portion of the antenna to make it electrically longer|Inserting a resistor in the radiating portion of the antenna to make it resonant|Installing a spring in the base of a mobile vertical antenna to make it more flexible
T9A03|Which of the following describes a simple dipole oriented parallel to the Earth's surface?|B|||A ground-wave antenna|A horizontally polarized antenna|A vertically polarized antenna|A rhombic antenna
T9A04|What is a disadvantage of the “rubber duck” antenna supplied with most handheld radio transceivers when compared to a full-sized quarter-wave antenna?|A|||It does not transmit or receive as effectively|If the rubber end cap is lost, it will unravel very easily|It transmits only circularly polarized signals|All of these choices are correct
T9A05|How would you change a dipole antenna to make it resonant on a higher frequency?|A|||Shorten it|Add capacitive loading to the ends of the radiating wires|Insert coils in series with radiating wires|Lengthen it
T9A06|What type of antennas are the quad, Yagi, and dish?|C|||Non-resonant antennas|Log periodic antennas|Directional antennas|Isotropic antennas
T9A07|What is a disadvantage of using a handheld VHF transceiver, with its integral antenna, inside a vehicle?|A|||Signals might not propagate well due to the shielding effect of the vehicle|It might cause the transceiver to overheat|The SWR might decrease, decreasing the signal strength|All of these choices are correct
T9A08|What is the approximate length, in inches, of a quarter-wavelength vertical antenna for 146 MHz?|C|||112|50|19|12
T9A09|What is the approximate length, in inches, of a half-wavelength 6 meter dipole antenna?|A|||112|50|236|6
T9A10|In which direction does a half-wave dipole antenna radiate the strongest signal?|D|||Off the ends of the antenna|In the direction of the feed line|Equally in all directions|Broadside to the antenna
T9A11|What is the gain of an antenna?|A|||The increase in signal strength in a specified direction compared to a reference antenna|The additional power that is lost in the antenna when transmitting on a higher frequency|The increase in impedance on receive or transmit compared to a reference antenna|The additional power that is added to the transmitter power
T9A12|What is an advantage of using a properly mounted 5/8 wavelength antenna for VHF or UHF mobile service?|A|||It has a lower radiation angle and more gain than a 1/4 wavelength antenna|It eliminates distortion caused by reflected signals|It has 10 times the power gain of a 1/4 wavelength design|It has very high angle radiation for better communicating through a repeater
T9B01|Why is it important to have low SWR when using coaxial cable feed line?|B|||To prolong antenna life|To reduce signal loss|To reduce television interference|All of these choices are correct
T9B02|What is the impedance of most coaxial cables used in amateur radio installations?|D|||12 ohms|600 ohms|8 ohms|50 ohms
T9B03|Why is coaxial cable the most common feed line selected for amateur radio antenna systems?|B|||It can handle more power than any other type of feed line|It is easy to use and requires few special installation considerations|It has less loss than any other type of feed line|It is less expensive than any other type of feed line
T9B04|What is the major function of an antenna tuner (antenna coupler)?|B|||It automatically selects the proper antenna for the frequency band being used|It matches the antenna system impedance to the transceiver's output impedance|It helps a receiver automatically tune in weak stations|It allows an antenna to be used on both transmit and receive
T9B05|In general, what happens as the frequency of a signal passing through coaxial cable is increased?|C|||The characteristic impedance decreases|The loss decreases|The loss increases|The characteristic impedance increases
T9B06|Which of the following connectors is most suitable for frequencies above 400 MHz?|C|||A UHF (PL-259/SO-239) connector|A DB-25 connector|A Type N connector|An RS-213 connector
T9B07|Which of the following is true of PL-259 type coax connectors?|C|||They are watertight|They are a bayonet type connector|They are commonly used at HF frequencies|They are preferred for microwave operation
T9B08|Why should coax connectors exposed to the weather be sealed against water intrusion?|B|||To keep the jacket from becoming loose|To prevent an increase in feed line loss|To prevent interference to telephones|All of these choices are correct
T9B09|What can cause erratic changes in SWR readings?|B|||The transmitter is being over-modulated|A loose connection in an antenna or a feed line|Interference from other stations is distorting your signal|The transmitter is being modulated
T9B10|What is the electrical difference between RG-58 and RG-8 coaxial cable?|C|||RG-58 cable has two shields|RG-58 cable can handle higher power levels|RG-8 cable has less loss at a given frequency|There is no significant difference between the two types
T9B11|Which of the following types of feed line has the lowest loss at VHF and UHF?|B|||Multi-conductor unbalanced cable|Air-insulated hard line|75-ohm flexible coax|50-ohm flexible coax
T0A01|Which of the following is a safety hazard of a 12-volt storage battery?|A|||Shorting the terminals can cause burns, fire, or an explosion|Touching both terminals with the hands can cause electrical shock|RF emissions from the battery|All of these choices are correct
T0A02|What health hazard is presented by electrical current flowing through the body?|D|||It may cause involuntary muscle contractions|It may cause injury by heating tissue|It may disrupt the electrical functions of cells|All of these choices are correct
T0A03|In the United States, what is connected to the green wire in a three-wire electrical AC plug?|C|||Neutral|Hot|Equipment ground|The white wire
T0A04|What is the purpose of a fuse in an electrical circuit?|A|||To interrupt power in case of overload|To limit current to prevent shocks|To prevent power supply ripple from damaging a circuit|All of these choices are correct
T0A05|Why is it unwise to install a 20-ampere fuse in the place of a 5-ampere fuse?|A|||Excessive current could cause a fire|The power supply ripple would greatly increase|The larger fuse would be likely to blow because it is rated for higher current|All of these choices are correct
T0A06|What is a good way to guard against electrical shock at your station?|D|||Use a circuit protected by a ground-fault interrupter|Use three-wire cords and plugs for all AC powered equipment|Connect all AC powered station equipment to a common safety ground|All of these choices are correct
T0A07|Which of these precautions should be taken when installing devices for lightning protection in a coaxial cable feed line?|C|||Include a series switch in the ground line of each protector to prevent RF overload from inadvertently damaging the protector|Keep the ground wires from each protector separate and connected to station ground|Mount all of the protectors on a metal plate that is in turn connected to an external ground rod|Include a parallel bypass switch for each protector so that it can be switched out of the circuit when running high power
T0A08|What safety equipment should always be included in home-built equipment that is powered from 120V AC power circuits?|C|||An AC voltmeter across the incoming power source|A capacitor in series with the AC power source|A fuse or circuit breaker in series with the AC hot conductor|An inductor in parallel with the AC power source
T0A09|What should be done to all external ground rods or earth connections?|A|||Bond them together with heavy wire or conductive strap|Keep them as far apart as possible|Tune them for resonance on the lowest frequency of operation|Waterproof them with silicone caulk or electrical tape
T0A10|What can happen if a lead-acid storage battery is charged or discharged too quickly?|A|||The battery could overheat, give off flammable gas, or explode|The voltage can become reversed|The memory effect will reduce the capacity of the battery|All of these choices are correct
T0A11|What kind of hazard might exist in a power supply when it is turned off and disconnected?|D|||Static electricity could damage the grounding system|Circulating currents inside the transformer might cause damage|The fuse might blow if you remove the cover|You might receive an electric shock from the charge stored in large capacitors
T0B01|When should members of a tower work team wear a hard hat and safety glasses?|B|||At all times except when climbing the tower|At all times when any work is being done on the tower|At all times except when belted firmly to the tower|Only when the tower exceeds 30 feet in height
T0B02|What is a good precaution to observe before climbing an antenna tower?|B|||Remove all tower grounding connections|Put on a carefully inspected climbing harness(fall arrester)and safety glasses|Make sure that you wear a grounded wrist strap|All of these choices are correct
T0B03|Under what circumstances is it safe to climb a tower without a helper or observer?|A|||Never|When the work being done is not more than 20 feet above the ground|When no mechanical work is being performed|When no electrical work is being performed
T0B04|Which of the following is an important safety precaution to observe when putting up an antenna tower?|B|||Wear a ground strap connected to your wrist at all times|Look for and stay clear of any overhead electrical wires|Insulate the base of the tower to avoid lightning strikes|All of these choices are correct
T0B05|What is the purpose of a gin pole?|B|||To temporarily replace guy wires|To lift tower sections or antennas|To provide a temporary ground|To be used in place of a safety harness
T0B06|What is the minimum safe distance from a power line to allow when installing an antenna?|D|||Half the width of your property|1/2 wavelength at the operating frequency|The height of the power line above ground|Enough so that if the antenna falls unexpectedly, no part of it can come closer than 10 feet to the power wires
T0B07|Which of the following is an important safety rule to remember when using a crank-up tower?|A|||This type of tower must not be climbed unless retracted or mechanical safety locking devices have been installed|This type of tower must never be grounded|This type of tower must never be painted|All of these choices are correct
T0B08|What is considered to be a proper grounding method for a tower?|B|||A single four-foot ground rod, driven into the ground no more than 12 inches from the base|Separate eight-foot long ground rods for each tower leg, bonded to the tower and each other|A ferrite-core RF choke connected between the tower and ground|A connection between the tower base and a cold water pipe
T0B09|Why should you avoid attaching an antenna to a utility pole?|C|||The antenna will not work properly because of induced voltages|The utility company will charge you an extra monthly fee|The antenna could contact high-voltage power lines|All of these choices are correct
T0B10|Which of the following is true when installing grounding conductors used for lightning protection?|C|||Only non-insulated wire must be used|Common grounds must be avoided|Sharp bends must be avoided|Wires must be carefully routed with precise right-angle bends
T0B11|Which of the following establishes grounding requirements for an amateur radio tower or antenna?|C|||FCC Part 97 Rules|UL recommended practices|Local electrical codes|FAA tower lighting regulations
T0B12|Which of the following is good practice when installing ground wires on a tower for lightning protection?|A|||Ensure that connections are short and direct|Put a loop in the ground connection to prevent water damage to the ground system|Make sure that all bends in the ground wires are clean, right-angle bends|All of these choices are correct
T0B13|What is the purpose of a safety wire through a turnbuckle used to tension guy lines?|C|||Secure the guy if the turnbuckle breaks|Prevent theft or vandalism|Prevent loosening of the guy line from vibration|Deter unauthorized climbing of the tower
T0C01|What type of radiation are VHF and UHF radio signals?|A|||Non-ionizing radiation|Alpha radiation|Gamma radiation|Ionizing radiation
T0C02|Which of the following frequencies has the lowest value for Maximum Permissible Exposure limit?|B|||3.5 MHz|50 MHz|1296 MHz|440 MHz
T0C03|What is the maximum power level that an amateur radio station may use at VHF frequencies before an RF exposure evaluation is required?|D|||1500 watts PEP transmitter output|50 watts PEP reflected power|1 watt forward power|50 watts PEP at the antenna
T0C04|What factors affect the RF exposure of people near an amateur station antenna?|D|||Distance from the antenna to a person|Frequency and power level of the RF field|Radiation pattern of the antenna|All of these choices are correct
T0C05|Why do exposure limits vary with frequency?|C|||Lower frequency RF fields have more energy than higher frequency fields|Higher frequency RF fields are transient in nature|The human body absorbs more RF energy at some frequencies than at others|Lower frequency RF fields do not penetrate the human body
T0C06|Which of the following is an acceptable method to determine that your station complies with FCC RF exposure regulations?|D|||By calculation based on FCC OET Bulletin 65|By measurement of field strength using calibrated equipment|By calculation based on computer modeling|All of these choices are correct
T0C07|What could happen if a person accidentally touched your antenna while you were transmitting?|C|||Touching the antenna could cause television interference|They might develop radiation poisoning|They might receive a painful RF burn|All of these choices are correct
T0C08|Which of the following actions might amateur operators take to prevent exposure to RF radiation in excess of FCC-supplied limits?|B|||Relocate the transmitter|Relocate antennas|Increase the duty cycle|All of these choices are correct
T0C09|How can you make sure your station stays in compliance with RF safety regulations?|A|||By re-evaluating the station whenever an item of equipment is changed|By informing the FCC of any changes made in your station|By making sure your antennas have low SWR|All of these choices are correct
T0C10|Why is duty cycle one of the factors used to determine safe RF radiation exposure levels?|A|||It affects the average exposure of people to radiation|It takes into account the thermal effects of the final amplifier|It takes into account the antenna feed line loss|It affects the peak exposure of people to radiation
T0C11|What is the definition of duty cycle during the averaging time for RF exposure?|B|||The percentage of time that a transmitter is not transmitting|The percentage of time that a transmitter is transmitting|The difference between the PEP and average power output of a transmitter|The difference between the lowest power output and the highest power output of a transmitter
T0C12|How does RF radiation differ from ionizing radiation (radioactivity)?|C|||RF radiation is limited in range to a few feet|RF radiation is perfectly safe|RF radiation does not have sufficient energy to cause genetic damage|RF radiation can only be detected with an RF dosimeter
T0C13|If the averaging time for exposure is 6 minutes, how much power density is permitted if the signal is present for 3 minutes and absent for 3 minutes rather than being present for the entire 6 minutes?|C|||3 times as much|There is no adjustment allowed for shorter exposure times|2 times as much|1/2 as much
